short_name,long_name,dob,club,overall,potential,value_eur,wage_eur,team_position,preferred_foot,influencer
S. Mackie,Sean mackie,1998-11-04,Hibernian,. 60   ,75,425000,1000,LB,Left,False
B. Moltenis,BORIS MOLTENIS,1999-05-08,FC Sochaux-Montbéliard,. 60   ,75,425000,1000,RES,Right,False
J. Sánchez de León,juan sánchez de león,1999-07-07,Racing Club,. 60   ,75,425000,2000,RES,Right,False
R. González,rodrigo gonzález,2000-04-14,Rosario Central,. 60   ,75,400000,1000,RES,Right,False
M. Minchev,martin minchev,2001-04-22,Bulgaria,. 60   ,75,0,0,,Right,False
A. Lungwitz,Alexander lungwitz,2000-08-04,SpVgg Greuther Fürth,. 60   ,75,400000,1000,SUB,Left,False
K. Ehlers,Kevin ehlers,2001-01-23,SG Dynamo Dresden,. 60   ,75,400000,1000,CB,Right,False
Patrick,Patrick luan dos santos,1998-10-31,FC Sion,. 60   ,75,450000,4000,SUB,Right,False
A. Ugur,Adnan ugur,2001-06-28,Fortuna Sittard,. 60   ,75,425000,1000,LCM,Left,False
S. Bakaev,SOLTMURAD BAKAEV,1999-08-05,Spartak Moscow,. 60   ,75,450000,1000,RES,Right,False
Barredo,pablo barredo calvo,2000-01-01,SD Ponferradina,. 60   ,75,375000,1000,RES,Right,False
Ismael,ISMAEL GUTIÉRREZ MONTILLA,2000-08-07,Real Betis,. 60   ,75,425000,1000,RES,Right,False
Rúben Fonseca,Rúben Miguel Valente Fonseca,2000-02-24,CD Tondela,. 60   ,75,450000,1000,SUB,Right,False
V. Pinto,Vincenzo pinto,2000-10-31,Spezia,. 60   ,75,425000,1000,SUB,Right,False
I. Buckley-Ricketts,Isaac buckley-ricketts,1998-03-14,Peterborough United,. 60   ,74,450000,2000,RES,Right,False
J. Tilley,James tilley,1998-06-13,Brighton & Hove Albion,. 60   ,74,450000,5000,RES,Left,False
M. Peano,MARCOS HERNÁN PEANO,1998-10-15,Unión de Santa Fe,. 60   ,74,375000,1000,SUB,Right,False
C. Kahraman,cihan kahraman,1998-10-08,1. FC Union Berlin,. 60   ,74,450000,4000,RES,Right,False
A. Maldonado,alexis maldonado,1997-09-02,Club Atlético Banfield,. 60   ,74,425000,2000,SUB,Right,False
S. Smith,sam smith,1998-03-08,Cambridge United,. 60   ,74,450000,2000,SUB,Left,False
S. Pasquali,Sebastian pasquali,1999-11-07,Western United FC,. 60   ,74,450000,1000,SUB,Right,False
V. Xenopoulos,vasilios xenopoulos,1998-05-20,Panathinaikos FC,. 60   ,74,375000,1000,SUB,Right,False
M. İnan,mustafa i̇nan,2000-01-24,Antalyaspor,. 60   ,74,450000,2000,RES,Right,False
Yeun Jong Gyu,윤종규 jong gyu yeun,1998-03-20,FC Seoul,. 60   ,74,450000,1000,RM,Right,False
C. O'Hare,CALLUM O'HARE,1998-05-01,Aston Villa,. 60   ,74,450000,6000,RES,Right,False
N. Røjkjær,NICKLAS RØJKJÆR,1998-07-24,Esbjerg fB,. 60   ,74,450000,2000,SUB,Right,False
A. Hartigan,anthony hartigan,2000-01-27,AFC Wimbledon,. 60   ,74,450000,1000,CM,Right,False
M. Fossey,marlon fossey,1998-09-09,Fulham,. 60   ,74,425000,4000,RES,Right,False
R. Boultam,reda boultam,1998-03-03,US Cremonese,. 60   ,74,450000,1000,SUB,Right,False
R. Souici,rayan souici,1998-02-28,Servette FC,. 60   ,74,450000,2000,SUB,Right,False
C. Hendry,Callum hendry,1997-12-08,St. Johnstone FC,. 60   ,74,450000,1000,SUB,Right,False
F. Malagueño,FRANCO MALAGUEÑO,1998-10-10,Club Atlético Talleres,. 60   ,74,425000,2000,RES,Right,False
A. Al Hamdan,ABDULLAH AL HAMDAN,1999-09-12,Al Shabab,. 60   ,74,450000,3000,SUB,Right,False
M. Čović,mAURICE ČOVIĆ,1998-04-17,Hertha BSC,. 60   ,74,450000,3000,RES,Right,False
S. Asta,Simon asta,2001-01-25,FC Augsburg,. 60   ,74,400000,1000,RES,Right,False
C. Palacios,carlos alonso enrique palacios núñez,2000-07-20,Unión Española,. 60   ,74,425000,1000,SUB,Right,False
Daniel Rebollo,daniel rebollo franco,1999-12-10,Real Betis,. 60   ,74,375000,1000,RES,Right,False
T. Badaloni,TOMÁS OSCAR BADALONI,2000-05-02,Godoy Cruz,. 60   ,74,450000,1000,SUB,Right,False
P. Sokół,paweł sokół,2000-03-02,Korona Kielce,. 60   ,74,375000,1000,GK,Right,False
T. van den Belt,THOMAS VAN DEN BELT,2001-06-18,PEC Zwolle,. 60   ,74,425000,1000,SUB,Right,False
S. Tiffoney,scott tiffoney,1998-08-06,Livingston FC,. 60   ,74,450000,1000,SUB,Right,False
B. Hadžić,BENJAMIN HADŽIĆ,1999-03-04,Hannover 96,. 60   ,74,450000,4000,RES,Right,False
N. Capaldo,NICOLÁS CAPALDO,1997-09-14,Boca Juniors,. 60   ,74,450000,3000,RES,Right,False
J. Rivera,JEAN LUCAS RIVERA,1997-09-28,Atlético Nacional,. 60   ,74,450000,1000,SUB,Right,False
I. Baidoo,Ishmael baidoo,1998-12-01,Górnik Zabrze,. 60   ,74,450000,1000,SUB,Left,False
Li Haoran,Haoran li,1999-11-05,Royal Antwerp FC,. 60   ,74,450000,1000,RES,Left,False
D. Köhn,derrick köhn,1999-02-04,Bayern München II,. 60   ,74,425000,1000,SUB,Left,False
A. Maiz,aldo maiz,2000-08-27,Defensa y Justicia,. 60   ,74,425000,1000,RES,Right,False
M. Çapkan,mahsun çapkan,1999-10-08,Çaykur Rizespor,. 60   ,74,450000,1000,SUB,Right,False
G. Lapslie,GEORGE LAPSLIE,1997-09-01,Charlton Athletic,. 60   ,73,400000,2000,SUB,Right,False
K. Benyu,KUNDAI BENYU,1997-12-12,Helsingborgs IF,. 60   ,73,400000,1000,SUB,Right,False
H. Coulson,hayden coulson,1998-06-17,Middlesbrough,. 60   ,73,375000,3000,SUB,Left,False
T. Glover,Thomas glover,1997-12-24,Melbourne City FC,. 60   ,73,325000,1000,SUB,Right,False
F. Puntoriere,fRANCESCO PUNTORIERE,1998-04-23,Virtus Entella,. 60   ,73,400000,1000,RES,Left,False
M. Di Paola,manuel di paola,1997-10-06,Virtus Entella,. 60   ,73,400000,1000,RES,Right,False
A. Lewis,aaron lewis,1998-06-26,Lincoln City,. 60   ,73,375000,1000,SUB,Right,False
R. Hale,RONAN HALE,1998-09-08,St. Patrick's Athletic,. 60   ,73,400000,1000,SUB,Right,False
M. Mølvadgaard,Marcus mølvadgaard,1999-08-03,Randers FC,. 60   ,73,400000,2000,SUB,Right,False
D. Franke,dominik franke,1998-10-05,SV Wehen Wiesbaden,. 60   ,73,375000,2000,SUB,Left,False
K. Denkey,ahoueke denkey,2000-11-30,Nîmes Olympique,. 60   ,73,375000,2000,SUB,Right,False
J. Torres,JUAN TORRES,1999-07-26,New York City FC,. 60   ,73,375000,1000,SUB,Right,False
J. Díaz,Juan ignacio díaz,1998-05-26,Estudiantes de La Plata,. 60   ,73,375000,2000,SUB,Right,False
H. Al Ghamdi,hamed al ghamdi,1999-04-02,Ettifaq FC,. 60   ,73,400000,3000,SUB,Right,False
R. Sadiku,RIJAD SADIKU,2000-01-18,Royal Excel Mouscron,. 60   ,73,350000,1000,SUB,Right,False
G. Tanner,GEORGE TANNER,1999-11-16,Morecambe,. 60   ,73,350000,1000,SUB,Right,False
W. Kuzain,Wan kuzain wan kamal,1998-09-14,Sporting Kansas City,. 60   ,73,375000,1000,RES,Left,False
C. Frommann,CONSTANTIN FROMMANN,1998-05-27,SG Sonnenhof Großaspach,. 60   ,73,325000,1000,SUB,Right,False
Y. Otto,yari otto,1999-05-27,Eintracht Braunschweig,. 60   ,73,400000,1000,SUB,Right,False
J. Stanić,Jozo stanić,1999-04-06,FC Augsburg,. 60   ,73,375000,2000,RES,Right,False
M. Kilman,Max kilman,1997-05-23,Wolverhampton Wanderers,. 60   ,73,375000,8000,SUB,Left,False
M. Rieder,MAARTEN RIEDER,1999-09-29,ADO Den Haag,. 60   ,73,375000,1000,SUB,Right,False
M. Batmaz,malik batmaz,2000-03-17,Karlsruher SC,. 60   ,73,400000,2000,SUB,Right,False
A. Mironov,ALEXEY MIRONOV,2000-01-01,Lokomotiv Moscow,. 60   ,73,375000,1000,RES,Right,False
M. De Smet,Mathieu de smet,2000-04-27,SV Zulte-Waregem,. 60   ,73,400000,2000,RES,Left,False
K. Maradishvili,konstantin maradishvili,2000-02-02,PFC CSKA Moscow,. 60   ,73,375000,1000,SUB,Right,False
F. Alves,FREDERIK ALVES,1999-11-08,Silkeborg IF,. 60   ,73,350000,1000,LCB,Right,False
Y. Ibrahim,YASSIN IBRAHIM,2000-02-09,FC Würzburger Kickers,. 60   ,73,400000,1000,SUB,Right,False
W. Coulibaly,wOYO COULIBALY,1999-05-20,Le Havre AC,. 60   ,73,375000,1000,SUB,Right,False
R. Neciu,robert neciu,1999-01-10,Chindia Târgovişte,. 60   ,73,375000,1000,LB,Left,False
N. Kölle,niklas kölle,1999-11-17,1. FSV Mainz 05,. 60   ,73,350000,2000,RES,Left,False
A. Álvarez,Agustín álvarez,2000-01-08,Godoy Cruz,. 60   ,73,350000,1000,RB,Right,False
F. Sachpekidis,FILIP SACHPEKIDIS,1997-07-03,Kalmar FF,. 60   ,72,375000,1000,SUB,Right,False
V. Arboleda,Victor arboleda,1997-01-01,Alianza Petrolera,. 60   ,72,375000,1000,RES,Right,False
D. Margush,Daniel margush,1997-11-28,Adelaide United,. 60   ,72,300000,1000,SUB,Right,False
J. Kitolano,john kitolano,1999-10-18,Wolverhampton Wanderers,. 60   ,72,325000,5000,RES,Left,False
J. Karlstrøm,JACOB KARLSTRØM,1997-01-09,Tromsø IL,. 60   ,72,300000,1000,SUB,Right,False
D. Ceter,damir ceter,1997-11-02,Chievo Verona,. 60   ,72,375000,1000,SUB,Right,False
S. Spahiu,sEBASTJAN  SPAHIU,1999-10-30,Royal Excel Mouscron,. 60   ,72,350000,1000,RES,Right,False
D. Ryan,DYLAN RYAN,2000-06-10,Willem II,. 60   ,72,325000,1000,SUB,Left,False
A. Collins,Archie collins,1999-08-31,Exeter City,. 60   ,72,350000,1000,LCM,Right,False
F. Garcés,FACUNDO TOMÁS GARCÉS,1999-09-05,Club Atlético Colón,. 60   ,72,325000,1000,RES,Right,False
E. Cantú,ERIC DAVID CANTÚ GUERRERO,1999-02-28,Monterrey,. 60   ,72,375000,4000,SUB,Right,False
M. Borgogno,Matías  borgogno,1998-08-21,Vélez Sarsfield,. 60   ,72,300000,1000,SUB,Right,False
B. Żynel,BARTŁOMIEJ ŻYNEL,1998-04-09,Wisła Płock,. 60   ,72,300000,1000,SUB,Left,False
L. Coordes,Luis coordes,1999-01-02,FC St. Pauli,. 60   ,72,375000,2000,RES,Right,False
J. Asiri,JABER ASIRI,1997-09-24,Al Wehda,. 60   ,72,375000,3000,SUB,Left,False
J. Bednarczyk,jakub bednarczyk,1999-01-02,FC St. Pauli,. 60   ,72,375000,2000,SUB,Left,False
L. Martínez,LUIS MARTÍNEZ,1999-04-03,Club Tijuana,. 60   ,72,350000,2000,RES,Right,False
J. Bartels,JAN-CHRISTOPH BARTELS,1999-01-13,SV Wehen Wiesbaden,. 60   ,72,300000,1000,SUB,Right,False
V. Drkušić,vanja drkušić,1999-10-30,SC Heerenveen,. 60   ,72,325000,1000,SUB,Right,False
V. Gendrey,VALENTIN GENDREY,2000-06-21,Amiens SC,. 60   ,72,325000,1000,RES,Right,False
Manu Navarro,Manuel navarro sánchez,2000-10-09,Rayo Vallecano,. 60   ,72,350000,1000,RES,Right,False
R. Musaba,Richie musaba,2000-12-06,Vitesse,. 60   ,72,350000,1000,RES,Right,False
P. Vassell,PETER-LEE VASSELL,1999-03-15,Los Angeles FC,. 60   ,72,375000,1000,SUB,Right,False
J. García,josé garcía,1998-05-14,Tigres U.A.N.L.,. 60   ,72,350000,6000,SUB,Right,False
M. Velisar,MIHAI VELISAR,1998-08-30,Gaz Metan Mediaş,. 60   ,72,350000,1000,LB,Left,False
A. Stahl,Albert stahl,1999-01-11,Astra Giurgiu,. 60   ,72,375000,1000,RW,Left,False
M. Cavar,marin cavar,1999-06-18,Chievo Verona,. 60   ,72,350000,1000,RES,Right,False
A. Tribuzzi,alessio tribuzzi,1998-11-19,Frosinone,. 60   ,72,375000,1000,SUB,Right,False
V. Kucheruk,vladyslav kucheruk,1999-02-14,Dynamo Kyiv,. 60   ,72,300000,1000,SUB,Right,False
N. Husin,NOOR HUSIN,1997-03-03,Stevenage,. 60   ,71,350000,2000,SUB,Right,False
T. Watson,tennai watson,1997-03-04,Reading,. 60   ,71,325000,3000,RES,Right,False
C. Miller,Calvin miller,1998-01-09,Celtic,. 60   ,71,325000,5000,RES,Left,False
J. Valencia,JOHAN VALENCIA,1996-07-27,Unión Magdalena,. 60   ,71,325000,1000,LDM,Right,False
A. Wilk,adam wilk,1997-11-21,Cracovia,. 60   ,71,290000,1000,SUB,Right,False
A. Chrzanowski,Adam chrzanowski,1999-03-31,Lechia Gdańsk,. 60   ,71,325000,1000,SUB,Left,False
I. Rojas,iVÁN ROJAS,1997-07-24,Envigado FC,. 60   ,71,325000,1000,SUB,Left,False
E. Kastrati,ELHAN KASTRATI,1997-02-02,Pescara,. 60   ,71,280000,1000,SUB,Right,False
H. Sarpei,hans nunoo sarpei,1998-08-22,SpVgg Greuther Fürth,. 60   ,71,325000,1000,SUB,Right,False
A. Jung,ANDREW JUNG,1997-10-08,La Berrichonne de Châteauroux,. 60   ,71,350000,1000,SUB,Right,False
V. van den Bogert,Victor van den bogert,1999-08-12,Willem II,. 60   ,71,325000,1000,SUB,Right,False
H. Delcroix,hannes delcroix,1999-02-28,RKC Waalwijk,. 60   ,71,325000,1000,LCB,Left,False
U. Bapoh,Ulrich Bapoh,1999-06-29,VfL Bochum 1848,. 60   ,71,350000,2000,SUB,Right,False
C. Echavarría,cristian david echavarría vélez,1997-06-10,Independiente Medellín,. 60   ,71,350000,1000,SUB,Left,False
R. Bidounga,ryan bidounga,1997-04-29,AS Nancy Lorraine,. 60   ,71,325000,1000,SUB,Right,False
A. Al Asmari,ALI HASSAN AL ASMARI,1997-01-12,Al Ahli,. 60   ,71,350000,5000,SUB,Right,False
J. Giraldo,JAIME GIRALDO,1998-02-08,Independiente Medellín,. 60   ,71,325000,1000,LB,Left,False
J. Issa,jabor issa,1997-06-07,Al Ittihad,. 60   ,71,325000,4000,SUB,Right,False
J. Marcinkowski,james marcinkowski,1997-05-09,San Jose Earthquakes,. 60   ,71,280000,1000,SUB,Right,False
I. Koné,IBRAHIMA KONÉ,1999-06-16,FK Haugesund,. 60   ,71,350000,1000,SUB,Left,False
A. Angulo,ANDERSON DARLEY ANGULO TENORIO,1996-07-01,Atlético Bucaramanga,. 60   ,71,325000,1000,RCB,Right,False
C. Tiéhi,cHRIST JUNIOR TIÉHI,1998-06-16,Le Havre AC,. 60   ,71,325000,1000,SUB,Right,False
A. Al Yami,ABDULRAHMAN AL YAMI,1997-06-19,Al Hazem,. 60   ,71,350000,2000,SUB,Right,False
S. Schimandl,STEPHAN SCHIMANDL,1999-03-30,SV Mattersburg,. 60   ,71,350000,3000,LS,Right,False
J. Williams,jj williams,1998-01-04,Columbus Crew SC,. 60   ,71,350000,1000,SUB,Right,False
Antón,Antón escobar tapiias,1998-06-16,CD Lugo,. 60   ,71,350000,1000,RES,Right,False
Y. Nader,YAHIA NADER,1998-09-11,Al Ain FC,. 60   ,71,325000,1000,SUB,Right,False
R. Mudražija,robert mudražija,1997-05-05,FC København,. 60   ,71,350000,3000,SUB,Right,False
V. Danale,Vlad danale,1998-01-28,Politehnica Iaşi,. 60   ,71,350000,1000,RM,Right,False
P. Obermüller,PATRICK OBERMÜLLER,1999-02-17,TSV Hartberg,. 60   ,71,325000,1000,SUB,Left,False
T. Keller,THOMAS KELLER,1999-08-05,FC Ingolstadt 04,. 60   ,71,325000,1000,SUB,Right,False
D. Schnegg,David schnegg,1998-09-29,LASK Linz,. 60   ,71,325000,1000,SUB,Left,False
A. Andrade,ANDRÉS ANDRADE,1998-10-16,LASK Linz,. 60   ,71,325000,1000,SUB,Left,False
T. Dallison,Tom dallison,1996-02-02,Crawley Town,. 60   ,70,300000,1000,LCB,Left,False
H. Castegren,HENRIK CASTEGREN,1996-03-28,IFK Norrköping,. 60   ,70,300000,1000,SUB,Right,False
O. Zanzala,OFFRANDE ZANZALA,1996-10-11,Accrington Stanley,. 60   ,70,325000,1000,SUB,Right,False
C. Jacob,Corentin jacob,1997-01-07,Rodez Aveyron Football,. 60   ,70,300000,1000,SUB,Right,False
B. Barclay,ben barclay,1996-10-07,Accrington Stanley,. 60   ,70,300000,1000,SUB,Right,False
S. Karakoç,samed karakoç,1997-06-30,Fenerbahçe SK,. 60   ,70,325000,8000,RES,Right,False
M. Butcher,MATT BUTCHER,1997-05-14,Bournemouth,. 60   ,70,325000,8000,RES,Left,False
J. Pritchard,joe pritchard,1996-09-10,Accrington Stanley,. 60   ,70,325000,1000,CAM,Right,False
M. Brink,Mark brink,1998-03-15,Esbjerg fB,. 60   ,70,325000,2000,SUB,Right,False
K. Vásquez,kevin vásquez,1997-06-27,Unión La Calera,. 60   ,70,300000,1000,SUB,Right,False
Sergio García,SERGIO GARCÍA VÁZQUEZ,1997-07-30,Real Zaragoza,. 60   ,70,270000,1000,RES,Right,False
E. Ojeda,emanuel ojeda,1997-11-05,Rosario Central,. 60   ,70,325000,2000,SUB,Right,False
L. Bätge,Leon bätge,1997-07-09,FC Würzburger Kickers,. 60   ,70,270000,1000,SUB,Right,False
T. Reid,TYLER REID,1997-09-02,Swindon Town,. 60   ,70,300000,2000,SUB,Right,False
S. Adrian,sAMUEL ADRIAN,1998-03-02,Kalmar FF,. 60   ,70,325000,1000,RES,Left,False
A. Tîrcoveanu,Andrei tîrcoveanu,1997-05-22,FC Viitorul,. 60   ,70,325000,2000,RES,Left,False
O. Ural,ONUR URAL,1997-02-22,Kasimpaşa SK,. 60   ,70,300000,2000,SUB,Right,False
Madger Gomes,madger antonio gomes ajú,1997-02-01,Doncaster Rovers,. 60   ,70,325000,2000,SUB,Left,False
R. Meraz,roberto ismael meraz bernal,1999-08-04,Monarcas Morelia,. 60   ,70,325000,1000,SUB,Right,False
K. Senkbeil,KILIAN SENKBEIL,1999-05-22,Bayern München II,. 60   ,70,300000,1000,RES,Right,False
Bruno Jordão,BRUNO ANDRÉ CAVACO JORDÃO,1998-10-12,Wolverhampton Wanderers,. 60   ,70,325000,8000,RES,Right,False
Go Myeong Seok,고명석 MYEONG SEOK GO,1995-09-27,Suwon Samsung Bluewings,. 60   ,70,300000,1000,SUB,Right,False
Guo Quanbo,郭全博,1997-08-31,Beijing Sinobo Guoan FC,. 60   ,70,270000,1000,RES,Right,False
H. Gilmour,Harvey gilmour,1998-12-05,Tranmere Rovers,. 60   ,70,325000,1000,SUB,Left,False
E. Ebosse,Enzo ebosse,1999-03-11,Le Mans FC,. 60   ,70,300000,1000,SUB,Left,False
D. Balanyuk,Denys balanyuk,1997-01-16,Wisła Kraków,. 60   ,70,325000,1000,SUB,Right,False
J. Ogenia,JUSTIN OGENIA,1999-02-05,Willem II,. 60   ,70,325000,2000,SUB,Right,False
M. Real,Matt real,1999-07-10,Philadelphia Union,. 60   ,70,290000,1000,SUB,Left,False
M. Behrens,Morten behrens,1997-04-01,1. FC Magdeburg,. 60   ,70,260000,1000,SUB,Right,False
Gori López,gregorio lópez teruel,1998-10-31,Extremadura UD,. 60   ,70,325000,1000,RES,Right,False
Y. Bangsow,Yannik bangsow,1998-02-21,Eintracht Braunschweig,. 60   ,70,270000,1000,RES,Right,False
S. Karweina,sinan karweina,1999-03-29,MSV Duisburg,. 60   ,70,350000,1000,SUB,Right,False
A. López,antonio lópez,1997-04-10,Club América,. 60   ,70,325000,7000,SUB,Left,False
G. Kilama,guy-marcelin kilama,1999-05-30,Chamois Niortais Football Club,. 60   ,70,300000,1000,SUB,Left,False
A. Hindi,abdulbasit hindi,1997-02-02,Al Ahli,. 60   ,70,300000,4000,RES,Left,False
A. Vogliacco,alessandro vogliacco,1998-09-14,Pordenone,. 60   ,70,300000,1000,RES,Right,False
Sergio,SERGIO PÉREZ JAÉN,1997-06-04,Cádiz CF,. 60   ,70,325000,2000,RES,Right,False
J. Quiñones,jeison estiven quiñónes botina,1997-08-17,Rionegro Águilas,. 60   ,70,300000,1000,SUB,Right,False
L. Yamaguchi,山口 瑠伊,1998-05-28,Extremadura UD,. 60   ,70,270000,1000,SUB,Right,False
D. Abella,DIEGO ABELLA,1998-10-22,Puebla FC,. 60   ,70,350000,1000,SUB,Right,False
K. Hernández,Kaleth hernández,2001-01-26,Monterrey,. 60   ,70,300000,2000,RES,Right,False
M. Nuhu,musah nuhu,1997-01-17,FC St. Gallen,. 60   ,70,300000,2000,SUB,Right,False
A. Kanther,ANTON KANTHER,2000-10-25,1. FC Magdeburg,. 60   ,70,280000,1000,SUB,Right,False
M. Temp,marvin temp,2000-07-05,1. FC Magdeburg,. 60   ,70,300000,1000,RES,Right,False
M. Guthörl,Michael guthörl,1999-01-26,SV Wehen Wiesbaden,. 60   ,70,300000,2000,SUB,Right,False
L. Borri,LORENZO BORRI,1997-09-24,Castellammare di Stabia,. 60   ,70,300000,1000,SUB,Right,False
A. Mallamo,alessandro mallamo,1999-03-22,Castellammare di Stabia,. 60   ,70,325000,1000,SUB,Right,False
N. Kolesovs,NIKITA KOLESOVS,1996-09-25,FC Botoşani,. 60   ,70,300000,2000,RES,Left,False
L. Donnelly,liam donnelly,1996-03-07,Motherwell,. 60   ,69,290000,1000,CDM,Right,False
J. Wrąbel,jakub wrąbel,1996-06-08,Wisła Płock,. 60   ,69,250000,1000,SUB,Right,False
C. Burton,callum burton,1996-08-15,Cambridge United,. 60   ,69,250000,1000,SUB,Right,False
A. Gilchrist,ally gilchrist,1995-03-03,Derry City,. 60   ,69,290000,1000,LCB,Left,False
L. Salvesen,lARS-JØRGEN SALVESEN,1996-02-19,Strømsgodset IF,. 60   ,69,325000,1000,SUB,Left,False
J. Jones,JAMES JONES,1996-02-13,Crewe Alexandra,. 60   ,69,325000,2000,SUB,Right,False
N. Bürgy,nicolas bürgy,1995-08-07,BSC Young Boys,. 60   ,69,290000,3000,RES,Right,False
R. Grego-Cox,REECE GREGO-COX,1996-11-12,Crawley Town,. 60   ,69,325000,2000,RW,Right,False
A. Zendejas,Alejandro zendejas saavedra,1998-02-07,Guadalajara,. 60   ,69,325000,4000,SUB,Left,False
A. Melo,ALEJANDRO EDUARDO MELO,1996-01-11,Coquimbo Unido,. 60   ,69,325000,1000,RES,Right,False
F. Mosquera,FABIÁN MOSQUERA,1995-03-03,Jaguares de Córdoba,. 60   ,69,290000,1000,SUB,Right,False
Y. Severin,YOAN SEVERIN,1997-01-24,Servette FC,. 60   ,69,290000,2000,LB,Left,False
I. Oda,纲田 樹,1998-07-16,Kashima Antlers,. 60   ,69,290000,1000,RES,Right,False
J. Mahon,John mahon,1999-11-26,Sligo Rovers,. 60   ,69,280000,1000,LCB,Right,False
M. Hehne,MAURICE HEHNE,1997-04-24,FSV Zwickau,. 60   ,69,290000,1000,RCB,Right,False
S. Härtel,sascha härtel,1999-03-09,FSV Zwickau,. 60   ,69,290000,1000,SUB,Left,False
Valera,antonio valera salmoral,1996-08-17,SD Huesca,. 60   ,69,250000,1000,SUB,Right,False
G. Zecca,GIACOMO ZECCA,1997-07-06,Sassuolo,. 60   ,69,325000,6000,RES,Right,False
M. Prezioso,mARIO PREZIOSO,1996-04-15,Napoli,. 60   ,69,325000,7000,RES,Right,False
A. Bolivar,AGUSTÍN GABRIEL BOLÍVAR,1996-01-09,Gimnasia y Esgrima La Plata,. 60   ,69,325000,2000,SUB,Right,False
O. Özdemir,Özer özdemir,1998-02-05,Yeni Malatyaspor,. 60   ,69,290000,2000,RB,Right,False
K. Pagliuca,KILIAN PAGLIUCA,1996-09-02,FC Carl Zeiss Jena,. 60   ,69,325000,1000,LS,Right,False
M. Fallatah,Muhammad abdul fallatah,1996-02-02,Al Fayha,. 60   ,69,325000,3000,SUB,Right,False
J. Finnerty,James finnerty,1999-02-01,Bohemian FC,. 60   ,69,290000,1000,LCB,Right,False
B. Njie,bILAL NJIE,1998-06-13,Odds BK,. 60   ,69,325000,1000,SUB,Right,False
F. Atuahene,FRANCIS ATUAHENE,1996-06-08,FC Dallas,. 60   ,69,325000,1000,RES,Right,False
J. Gurrola,JOSÉ GURROLA,1998-04-15,FC Juárez,. 60   ,69,325000,3000,RES,Right,False
M. Villa,Maximiliano villa,1997-03-03,SD Ponferradina,. 60   ,69,290000,1000,RES,Right,False
U. Tezel,uğur tezel,1997-02-27,SC Preußen Münster,. 60   ,69,290000,1000,SUB,Right,False
A. Sebald,alexander sebald,1996-07-27,FC Hansa Rostock,. 60   ,69,250000,1000,SUB,Right,False
J. van Benthem,jelle van benthem,1999-01-22,Heracles Almelo,. 60   ,69,290000,1000,RES,Right,False
R. Decostere,robbe decostere,1998-05-08,KSV Cercle Brugge,. 60   ,69,300000,2000,RES,Left,False
J. Galetto,JUAN GALETTO,1996-09-05,Patronato,. 60   ,69,290000,2000,RES,Right,False
Lombo,pablo lombo suárez,1999-05-24,CD Leganés,. 60   ,69,250000,2000,RES,Right,False
D. Quaranta,danilo quaranta,1997-03-23,Ascoli,. 60   ,69,290000,1000,SUB,Left,False
J. Escobar,jacobo escobar,1998-08-24,Rionegro Águilas,. 60   ,69,325000,1000,ST,Right,False
R. Dally,rashawn dally,1997-01-14,FC Cincinnati,. 60   ,69,325000,1000,RES,Right,False
D. Muringen,Dehninio muringen,1999-02-01,ADO Den Haag,. 60   ,69,290000,1000,SUB,Right,False
Alex Rey,alejandro rey lugilde,1998-01-29,CD Lugo,. 60   ,69,325000,1000,RES,Right,False
J. Handl,johannes handl,1998-05-07,FK Austria Wien,. 60   ,69,290000,2000,RCB,Right,False
E. Engelhardt,Erik engelhardt,1998-04-18,FC Hansa Rostock,. 60   ,69,325000,1000,SUB,Left,False
M. Komar,MATEO KOMAR,1998-04-07,Patronato,. 60   ,69,290000,2000,RES,Right,False
B. Soumaré,bryan soumaré,1999-02-11,Dijon FCO,. 60   ,69,325000,2000,SUB,Left,False
M. Depta,MARK DEPTA,1997-12-01,Viktoria Köln,. 60   ,69,250000,1000,SUB,Right,False
D. Lia,damiano lia,1997-11-25,Castellammare di Stabia,. 60   ,69,290000,1000,RB,Right,False
S. Elia,SALVATORE ELIA,1999-06-30,Castellammare di Stabia,. 60   ,69,325000,1000,RW,Right,False
S. Kilyén,szabolcs kilyén,1998-03-19,Sepsi OSK,. 60   ,69,290000,1000,SUB,Right,False
J. Jiménez,jaiber jiménez,1995-01-07,Cruz Azul,. 60   ,69,290000,3000,RES,Right,False
D. Bilogrevic,dominik bilogrevic,1999-01-02,SC Paderborn 07,. 60   ,69,325000,3000,RES,Right,False
Lee Dong Won,Dong won lee,1996-03-05,Ulsan Hyundai FC,. 60   ,69,325000,1000,RES,Right,False
E. Karakaş,ERDINÇ KARAKAŞ,1998-03-23,Çaykur Rizespor,. 60   ,69,290000,2000,SUB,Left,False
Filipe Ferreira,FILIPE FERREIRA MARQUES,1998-02-25,CF Fuenlabrada,. 60   ,69,325000,1000,RES,Left,False
M. Kuchta,mateusz kuchta,1996-02-05,Zagłębie Lubin,. 60   ,68,240000,1000,SUB,Right,False
